# ccx tau_xx tau_yy tau_zz cp yplus
0.0815863 -7.54464e-05 2.60272e-05 2.13372e-21 -1.01186 1.57489
0.0805377 -7.31261e-05 2.527e-05 9.18355e-41 -0.985363 1.55872
0.0794974 -7.13044e-05 2.4685e-05 2.17099e-21 -0.961659 1.54727
0.0784655 -6.9987e-05 2.42887e-05 -1.91018e-37 -0.940605 1.54093
0.0774422 -6.94875e-05 2.43423e-05 -2.1966e-21 -0.922697 1.5439
0.0764268 -7.41647e-05 2.59236e-05 -4.38321e-21 -0.913353 1.60284
0.0754218 -7.8275e-05 2.7917e-05 4.29933e-24 -0.871597 1.65063
0.0744291 -7.53847e-05 2.75603e-05 2.21236e-21 -0.830107 1.62583
0.0734462 -7.09829e-05 2.61172e-05 4.38156e-24 -0.803705 1.58624
0.0724719 -6.8754e-05 2.53322e-05 2.27189e-21 -0.77679 1.56919
0.071506 -6.65463e-05 2.45626e-05 -2.23725e-24 -0.753171 1.55172
0.070548 -6.4743e-05 2.39366e-05 -2.93874e-39 -0.731509 1.5383
0.0695978 -6.32101e-05 2.3413e-05 -2.33131e-21 -0.711957 1.5276
0.0686553 -6.20252e-05 2.30249e-05 -2.35232e-21 -0.694216 1.52075
0.0677209 -6.1397e-05 2.28738e-05 2.36942e-21 -0.678457 1.52062
0.0667947 -6.1604e-05 2.32229e-05 0 -0.665079 1.53143
0.065876 -6.73539e-05 2.51242e-05 2.29727e-24 -0.657886 1.60792
0.0649682 -6.92005e-05 2.64889e-05 -2.31859e-24 -0.612193 1.62967
0.064072 -6.36452e-05 2.4783e-05 -2.40526e-21 -0.593086 1.57099
0.0631844 -6.18824e-05 2.413e-05 -2.43939e-21 -0.570594 1.55657
0.0623046 -5.98487e-05 2.33952e-05 -2.45866e-21 -0.551544 1.5383
0.0614322 -5.83188e-05 2.28415e-05 -2.42564e-24 -0.53385 1.52582
0.0605678 -5.70092e-05 2.23774e-05 -2.50891e-21 -0.51789 1.51579
0.0597114 -5.59956e-05 2.20339e-05 5.05886e-21 -0.503393 1.50938
0.0588623 -5.54113e-05 2.18784e-05 -2.54698e-21 -0.490534 1.50862
0.0580206 -5.53312e-05 2.19586e-05 -2.56048e-21 -0.479307 1.51482
0.0571866 -5.62911e-05 2.26838e-05 1.248e-24 -0.47035 1.53614
0.0563601 -6.3523e-05 2.51605e-05 -9.36378e-38 -0.466748 1.63732
